ID	cell_name	defination	description
CL:0002153	corneocyte	The Dead Keratin-Filled Squamous Cell Of The Stratum Corneum. This Cell Type Lacks A Nucleus.	corneocyte The Dead Keratin-Filled Squamous Cell Of The Stratum Corneum. This Cell Type Lacks A Nucleus.
CL:0002154	early promyelocyte	A Promyelocyte With A Nucleus That Is Indented And Contains More Marginated Heterochromatin Compared To Its Precursor Cell (Myeloblast); Cytoplasm Is Deeply Basophilic And Contains Numerous Mitochondria And Meandering Cysternae Of Endoplasmic Reticulum; Largest Of The Granulocyte Lineages.	early promyelocyte A Promyelocyte With A Nucleus That Is Indented And Contains More Marginated Heterochromatin Compared To Its Precursor Cell (Myeloblast); Cytoplasm Is Deeply Basophilic And Contains Numerous Mitochondria And Meandering Cysternae Of Endoplasmic Reticulum; Largest Of The Granulocyte Lineages.
CL:0002155	echinocyte	A Crenated Erythrocyte With 30+ Crenations, Bumps Or Spurs That Are The Result Of Damage Due To Age Or Disease.	echinocyte A Crenated Erythrocyte With 30+ Crenations, Bumps Or Spurs That Are The Result Of Damage Due To Age Or Disease.
CL:0002157	endosteal cell	A Cell Type That Makes Up The Highly Vascular Membrane Lining The Marrow Cavity Of Long Bones.	endosteal cell A Cell Type That Makes Up The Highly Vascular Membrane Lining The Marrow Cavity Of Long Bones.
CL:0002158	external epithelial cell of tympanic membrane	Epithelial Cell Found On The External Side Of The Tympanic Membrane	external epithelial cell of tympanic membrane Epithelial Cell Found On The External Side Of The Tympanic Membrane
CL:0002159	general ecto-epithelial cell	Epithelial Cells Derived From General Body Ectoderm And Ectoderm Placodes.	general ecto-epithelial cell Epithelial Cells Derived From General Body Ectoderm And Ectoderm Placodes.
CL:0002160	basal external epithelial cell of tympanic membrane	A Cell Type Found In The Basal Epithelial Layer On The External Side Of The Tympanic Membrane. Cell Type Is Flattened With Intracellular Spaces Of Variable Dimensions.	basal external epithelial cell of tympanic membrane A Cell Type Found In The Basal Epithelial Layer On The External Side Of The Tympanic Membrane. Cell Type Is Flattened With Intracellular Spaces Of Variable Dimensions.
CL:0002161	superficial external epithelial cell of tympanic membrane	A Cell Type Found On The Superficial Layer Of The External Side Of The Tympanic Membrane. This Cell-Type Lacks A Nucleus.	superficial external epithelial cell of tympanic membrane A Cell Type Found On The Superficial Layer Of The External Side Of The Tympanic Membrane. This Cell-Type Lacks A Nucleus.
CL:0002162	internal epithelial cell of tympanic membrane	An Extremely Flattened Cell Type Found On The Inner Side Of The Tympanic Membrane. The Surface Of This Cell Type Carries Sparse Pleomorphic Microvilli That Are More Common Near The Junctional Zones.	internal epithelial cell of tympanic membrane An Extremely Flattened Cell Type Found On The Inner Side Of The Tympanic Membrane. The Surface Of This Cell Type Carries Sparse Pleomorphic Microvilli That Are More Common Near The Junctional Zones.
CL:0002163	internal pillar cell of cochlea	A Rod-Shpaed Cell That Forms A Single Row Adjacent To And Supporting The Inner Hair Cells.	internal pillar cell of cochlea A Rod-Shpaed Cell That Forms A Single Row Adjacent To And Supporting The Inner Hair Cells.
CL:0002164	external pillar cell of cochlea	A Rod-Shaped Cell Found In 3 Or 4 Rows That Lie Adjacent To And Support The Outer Hair Cells.	external pillar cell of cochlea A Rod-Shaped Cell Found In 3 Or 4 Rows That Lie Adjacent To And Support The Outer Hair Cells.
CL:0002165	phalangeal cell	A Supporting Cell That Is Attached To The Basement Membrane And Forms Rows That Support The Hair Cells.	phalangeal cell A Supporting Cell That Is Attached To The Basement Membrane And Forms Rows That Support The Hair Cells.
CL:0002166	epithelial cell of Malassez	An Epithelial Cell That Remains From The Disintegration Of The Epithelial Root Sheath Involved In The Development Of Teeth.	epithelial cell of Malassez An Epithelial Cell That Remains From The Disintegration Of The Epithelial Root Sheath Involved In The Development Of Teeth.
CL:0002167	olfactory epithelial cell	A Specialized Cell Involved In Sensory Perception Of Smell.	olfactory epithelial cell A Specialized Cell Involved In Sensory Perception Of Smell.
CL:0002168	border cell of cochlea	A Border Cell Is A Slender Columnar Cell On The Medial Portion Of The Basilar Membrane.	border cell of cochlea A Border Cell Is A Slender Columnar Cell On The Medial Portion Of The Basilar Membrane.
CL:0002169	basal cell of olfactory epithelium	An Epithelial Cell Located On The Basal Lamina Of The Olfactory Epithelium.	basal cell of olfactory epithelium An Epithelial Cell Located On The Basal Lamina Of The Olfactory Epithelium.
CL:0002170	keratinized cell of the oral mucosa	A Keratinized Cell Located In The Hard Palate Or Gingiva.	keratinized cell of the oral mucosa A Keratinized Cell Located In The Hard Palate Or Gingiva.
CL:0002171	globose cell of olfactory epithelium	A Rounded Or Elliptical Epithelial Cell, With Pale-Staining Open Face Nucleus And Pale Cytoplasm Rich In Free Ribosomes And Clusters Of Centrioles; Form A Distinct Basal Zone Spaced Slightly From The Basal Surface Of The Epithelium.	globose cell of olfactory epithelium A Rounded Or Elliptical Epithelial Cell, With Pale-Staining Open Face Nucleus And Pale Cytoplasm Rich In Free Ribosomes And Clusters Of Centrioles; Form A Distinct Basal Zone Spaced Slightly From The Basal Surface Of The Epithelium.
CL:0002172	interdental cell of cochlea	A Long, Spindle-Shaped Supporting Cells Arranged In Parallel Rows That Secretes Components Of The Tectorial Membrane And Potassium Ions Into The Endolymph.	interdental cell of cochlea A Long, Spindle-Shaped Supporting Cells Arranged In Parallel Rows That Secretes Components Of The Tectorial Membrane And Potassium Ions Into The Endolymph.
CL:0002173	extraglomerular mesangial cell	A Cell That Is A Specialized Type Of Pericyte Providing Structural Support For The Capillary Loops Of Kidney. A Flat, Elongated Cell With Extensive Fine Cytoplasmic Processes Found Outside The Kidney Glomerulus Near The Macula Densa And Bound Laterally By Afferent And Efferent Arterioles. Being Phagocytic, This Cell Participates In The Continuous Turnover Of The Basal Lamina By Removing Its Outer Portion Containing Residues Of Filtration, While The Lamina Is Renewed On Its Inner Surface By The Endothelial Cells.	extraglomerular mesangial cell A Cell That Is A Specialized Type Of Pericyte Providing Structural Support For The Capillary Loops Of Kidney. A Flat, Elongated Cell With Extensive Fine Cytoplasmic Processes Found Outside The Kidney Glomerulus Near The Macula Densa And Bound Laterally By Afferent And Efferent Arterioles. Being Phagocytic, This Cell Participates In The Continuous Turnover Of The Basal Lamina By Removing Its Outer Portion Containing Residues Of Filtration, While The Lamina Is Renewed On Its Inner Surface By The Endothelial Cells.
CL:0002174	follicular cell of ovary	A Cell Within The Follicle Of An Ovary.	follicular cell of ovary A Cell Within The Follicle Of An Ovary.
CL:0002175	primary follicular cell of ovary	A Cell Within The Primary Follicle Of The Ovary.	primary follicular cell of ovary A Cell Within The Primary Follicle Of The Ovary.
CL:0002176	secondary follicular cell of ovary	A Cell Of A Secondary Follicile Within The Ovary.	secondary follicular cell of ovary A Cell Of A Secondary Follicile Within The Ovary.
CL:0002177	folliculostellate cell of pars distalis of adenohypophysis	A Supporting Cell Of The Anterior Pituitary Gland Involved In Trophic And Catabolic Processes; Expresses A Broad Spectrum Of Cytokeratins Indicative Of Their Epithelial Nature.	folliculostellate cell of pars distalis of adenohypophysis A Supporting Cell Of The Anterior Pituitary Gland Involved In Trophic And Catabolic Processes; Expresses A Broad Spectrum Of Cytokeratins Indicative Of Their Epithelial Nature.
CL:0002178	epithelial cell of stomach	An Epithelial Cell Found In The Lining Of The Stomach.	epithelial cell of stomach An Epithelial Cell Found In The Lining Of The Stomach.
CL:0002179	foveolar cell of stomach	An Epithelial Cell Within One Of The Pits In The Embryonic Gastric Mucosa From Which The Gastric Glands Develop .	foveolar cell of stomach An Epithelial Cell Within One Of The Pits In The Embryonic Gastric Mucosa From Which The Gastric Glands Develop .
CL:0002180	mucous cell of stomach	A Mucous Cell In The Epithelium Of The Stomach.	mucous cell of stomach A Mucous Cell In The Epithelium Of The Stomach.
CL:0002181	mucus neck cell of gastric gland	A Neck Cell That Secretes Mucus Within The Stomach. Its Products Are Distinct Histochemically From Those Of The Surface Mucous Cells Of Stomach.	mucus neck cell of gastric gland A Neck Cell That Secretes Mucus Within The Stomach. Its Products Are Distinct Histochemically From Those Of The Surface Mucous Cells Of Stomach.
CL:0002182	surface mucosal cell of stomach	A Simple Columnar Cell That Populates The Entire Luminal Surface Including The Gastric Pits. This Cell Types Secrete Mucus To Form A Thick Protective, Lubricant Layer Over The Gastric Wall.	surface mucosal cell of stomach A Simple Columnar Cell That Populates The Entire Luminal Surface Including The Gastric Pits. This Cell Types Secrete Mucus To Form A Thick Protective, Lubricant Layer Over The Gastric Wall.
CL:0002183	stem cell of gastric gland	A Stomach Epithelial Cell That Is Olumnar In Form With A Few Short Apical Microvilli; Relatively Undifferentiated Mitotic Cell From Which Other Types Of Gland Are Derived; Few In Number, Situated In The Isthmus Region Of The Gland And Base Of The Gastric Pit.	stem cell of gastric gland A Stomach Epithelial Cell That Is Olumnar In Form With A Few Short Apical Microvilli; Relatively Undifferentiated Mitotic Cell From Which Other Types Of Gland Are Derived; Few In Number, Situated In The Isthmus Region Of The Gland And Base Of The Gastric Pit.
CL:0002184	basal proper cell of olfactory epithelium	A Flat Or Angular Epithelial Cell With Condensed Nuclei And Darkly Staining Cytoplasm Containing Numerous Intermediate Filaments Inserted Into Desmosomes Contacting Surrounding Supporting Cells; Lie In Contact With The Basal Lamina Of Olfactory Epithelium.	basal proper cell of olfactory epithelium A Flat Or Angular Epithelial Cell With Condensed Nuclei And Darkly Staining Cytoplasm Containing Numerous Intermediate Filaments Inserted Into Desmosomes Contacting Surrounding Supporting Cells; Lie In Contact With The Basal Lamina Of Olfactory Epithelium.
CL:0002187	basal cell of epidermis	A Basally Situated, Mitotically Active, Columnar-Shaped Keratinocyte Attached To The Basement Membrane.	basal cell of epidermis A Basally Situated, Mitotically Active, Columnar-Shaped Keratinocyte Attached To The Basement Membrane.
CL:0002188	glomerular endothelial cell	An Endothelial Cell Found In The Glomerulus Of The Kidney. This Cell Is Flattened, Highly Fenestrated, And Plays A Vital Role In The Formation Of Glomerular Ultrafiltrate.	glomerular endothelial cell An Endothelial Cell Found In The Glomerulus Of The Kidney. This Cell Is Flattened, Highly Fenestrated, And Plays A Vital Role In The Formation Of Glomerular Ultrafiltrate.
CL:0002189	granular cell of epidermis	A Keratinocyte Of The Epidermis That Is Characterized By Containing Granules Of Keratohyalin And Lamellar Granules.	granular cell of epidermis A Keratinocyte Of The Epidermis That Is Characterized By Containing Granules Of Keratohyalin And Lamellar Granules.
CL:0002190	squamous cell of epidermis	A Flat Keratinocyte Immediately Below The Cornified Layer.	squamous cell of epidermis A Flat Keratinocyte Immediately Below The Cornified Layer.
CL:0002191	granulocytopoietic cell	A Cell Involved In The Formation Of A Granulocyte.	granulocytopoietic cell A Cell Involved In The Formation Of A Granulocyte.
CL:0002192	metamyelocyte	A Eosinophil Precursor In The Granulocytic Series, Being A Cell Intermediate In Development Between A Myelocyte And A Band Form Cell. The Nucleus Becomes Indented Where The Indentation Is Smaller Than Half The Distance To The Farthest Nuclear Margin; Chromatin Becomes Coarse And Clumped; Specific Granules Predominate While Primary Granules Are Rare.	metamyelocyte A Eosinophil Precursor In The Granulocytic Series, Being A Cell Intermediate In Development Between A Myelocyte And A Band Form Cell. The Nucleus Becomes Indented Where The Indentation Is Smaller Than Half The Distance To The Farthest Nuclear Margin; Chromatin Becomes Coarse And Clumped; Specific Granules Predominate While Primary Granules Are Rare.
CL:0002193	myelocyte	A Cell Type That Is The First Of The Maturation Stages Of The Granulocytic Leukocytes Normally Found In The Bone Marrow. Granules Are Seen In The Cytoplasm. The Nuclear Material Of The Myelocyte Is Denser Than That Of The Myeloblast But Lacks A Definable Membrane. The Cell Is Flat And Contains Increasing Numbers Of Granules As Maturation Progresses.	myelocyte A Cell Type That Is The First Of The Maturation Stages Of The Granulocytic Leukocytes Normally Found In The Bone Marrow. Granules Are Seen In The Cytoplasm. The Nuclear Material Of The Myelocyte Is Denser Than That Of The Myeloblast But Lacks A Definable Membrane. The Cell Is Flat And Contains Increasing Numbers Of Granules As Maturation Progresses.
CL:0002194	monopoietic cell	A Cell Involved In The Formation Of A Monocyte (Monopoiesis).	monopoietic cell A Cell Involved In The Formation Of A Monocyte (Monopoiesis).
CL:0002195	hepatic stem cell	A Stem Cell That Can Give Rise To The Cells Of The Liver.	hepatic stem cell A Stem Cell That Can Give Rise To The Cells Of The Liver.
CL:0002196	hepatic oval stem cell	A Transient Hepatic Stem Cell Observed After Liver Injury With A High Nuclear To Cytoplasm Ratio That Can Differentiate Into Mature Hepatocytes And Bile Duct Cells. Arises From More Than One Tissue.	hepatic oval stem cell A Transient Hepatic Stem Cell Observed After Liver Injury With A High Nuclear To Cytoplasm Ratio That Can Differentiate Into Mature Hepatocytes And Bile Duct Cells. Arises From More Than One Tissue.
CL:0002197	inactive chief cell of parathyoid gland	A Parathyroid Chief Cell That Is Not Actively Secreting Hormone. Contains Small Golgi Complexes With Only A Few Grouped Vesicles And Membrane-Bound Secretory Granules; Glycogen And Many Lipofuscin Granules Abound But Sacs Of Granular Endoplasmic Reticulum Are Rare And Dispersed. In Normal Humans, Inactive Chief Cells Out Number Active Chief Cells In A Ratio Of 3-5:1.	inactive chief cell of parathyoid gland A Parathyroid Chief Cell That Is Not Actively Secreting Hormone. Contains Small Golgi Complexes With Only A Few Grouped Vesicles And Membrane-Bound Secretory Granules; Glycogen And Many Lipofuscin Granules Abound But Sacs Of Granular Endoplasmic Reticulum Are Rare And Dispersed. In Normal Humans, Inactive Chief Cells Out Number Active Chief Cells In A Ratio Of 3-5:1.
CL:0002198	oncocyte	A Large Epithelial Cell With An Extremely Acidophilic And Granular Cytoplasm, Containing Vast Numbers Of Mitochondria; Such Cells May Undergo Neoplastic Transformation. From The Greek Word Onkos Meaning Swelling, This Cell Type Is Found In Parathyroid, Salivary And Thyroid Glands.	oncocyte A Large Epithelial Cell With An Extremely Acidophilic And Granular Cytoplasm, Containing Vast Numbers Of Mitochondria; Such Cells May Undergo Neoplastic Transformation. From The Greek Word Onkos Meaning Swelling, This Cell Type Is Found In Parathyroid, Salivary And Thyroid Glands.
